JobID,JobName,Start,End,Elapsed,ReqMem,MaxRSS,ReqCPUS,NCPUS,CPUTime,CPUTimeRAW,Partition,ExitCode,State
4294621.batch,batch,2026-01-07T18:56:03,2026-01-07T19:01:54,00:05:51,,13207656K,10,10,00:58:30,3510,,0:0,COMPLETED
4294622,abyss-short_BS05_240_246-2_IL30x,2026-01-07T18:56:30,2026-01-07T19:02:52,00:06:22,100G,,10,10,01:03:40,3820,general,0:0,COMPLETED
4294622.batch,batch,2026-01-07T18:56:30,2026-01-07T19:02:52,00:06:22,,15494900K,10,10,01:03:40,3820,,0:0,COMPLETED
4294623,abyss-short_BS05_240_246-2_IL35x,2026-01-07T18:57:07,2026-01-07T19:04:27,00:07:20,100G,,10,10,01:13:20,4400,general,0:0,COMPLETED
4294623.batch,batch,2026-01-07T18:57:07,2026-01-07T19:04:27,00:07:20,,15126464K,10,10,01:13:20,4400,,0:0,COMPLETED
4294624,abyss-short_BS05_240_246-2_IL40x,2026-01-07T18:57:30,2026-01-07T19:05:41,00:08:11,100G,,10,10,01:21:50,4910,general,0:0,COMPLETED
4294624.batch,batch,2026-01-07T18:57:30,2026-01-07T19:05:41,00:08:11,,17929096K,10,10,01:21:50,4910,,0:0,COMPLETED
4294625,abyss-short_BS05_240_246-2_IL50x,2026-01-07T18:57:38,2026-01-07T19:06:56,00:09:18,100G,,10,10,01:33:00,5580,general,0:0,COMPLETED
4294625.batch,batch,2026-01-07T18:57:38,2026-01-07T19:06:56,00:09:18,,20019148K,10,10,01:33:00,5580,,0:0,COMPLETED
4294626,abyss-short_BS05_240_246-2_IL60x,2026-01-07T18:57:38,2026-01-07T19:09:14,00:11:36,100G,,10,10,01:56:00,6960,general,0:0,COMPLETED
4294626.batch,batch,2026-01-07T18:57:38,2026-01-07T19:09:14,00:11:36,,19323768K,10,10,01:56:00,6960,,0:0,COMPLETED
4294627,abyss-short_BS06_CNT_340-4_IL10x,2026-01-07T18:58:08,2026-01-07T19:00:52,00:02:44,100G,,10,10,00:27:20,1640,general,0:0,COMPLETED
4294627.batch,batch,2026-01-07T18:58:08,2026-01-07T19:00:52,00:02:44,,10377352K,10,10,00:27:20,1640,,0:0,COMPLETED
4294628,abyss-short_BS06_CNT_340-4_IL15x,2026-01-07T18:58:30,2026-01-07T19:03:26,00:04:56,100G,,10,10,00:49:20,2960,general,0:0,COMPLETED
4294628.batch,batch,2026-01-07T18:58:30,2026-01-07T19:03:26,00:04:56,,10452824K,10,10,00:49:20,2960,,0:0,COMPLETED
4294629,abyss-short_BS06_CNT_340-4_IL20x,2026-01-07T18:58:30,2026-01-07T19:02:38,00:04:08,100G,,10,10,00:41:20,2480,general,0:0,COMPLETED
4294629.batch,batch,2026-01-07T18:58:30,2026-01-07T19:02:38,00:04:08,,12707300K,10,10,00:41:20,2480,,0:0,COMPLETED
4294630,abyss-short_BS06_CNT_340-4_IL25x,2026-01-07T18:59:10,2026-01-07T19:04:01,00:04:51,100G,,10,10,00:48:30,2910,general,0:0,COMPLETED
4294630.batch,batch,2026-01-07T18:59:10,2026-01-07T19:04:01,00:04:51,,11692796K,10,10,00:48:30,2910,,0:0,COMPLETED
4294631,abyss-short_BS06_CNT_340-4_IL30x,2026-01-07T18:59:10,2026-01-07T19:04:06,00:04:56,100G,,10,10,00:49:20,2960,general,0:0,COMPLETED
4294631.batch,batch,2026-01-07T18:59:10,2026-01-07T19:04:06,00:04:56,,14374516K,10,10,00:49:20,2960,,0:0,COMPLETED
4294632,abyss-short_BS06_CNT_340-4_IL35x,2026-01-07T18:59:30,2026-01-07T19:04:49,00:05:19,100G,,10,10,00:53:10,3190,general,0:0,COMPLETED
4294632.batch,batch,2026-01-07T18:59:30,2026-01-07T19:04:49,00:05:19,,13193696K,10,10,00:53:10,3190,,0:0,COMPLETED
4294633,abyss-short_BS06_CNT_340-4_IL40x,2026-01-07T18:59:30,2026-01-07T19:05:28,00:05:58,100G,,10,10,00:59:40,3580,general,0:0,COMPLETED
4294633.batch,batch,2026-01-07T18:59:30,2026-01-07T19:05:28,00:05:58,,16030240K,10,10,00:59:40,3580,,0:0,COMPLETED
4294634,abyss-short_BS06_CNT_340-4_IL50x,2026-01-07T19:00:11,2026-01-07T19:10:27,00:10:16,100G,,10,10,01:42:40,6160,general,0:0,COMPLETED
4294634.batch,batch,2026-01-07T19:00:11,2026-01-07T19:10:27,00:10:16,,16915300K,10,10,01:42:40,6160,,0:0,COMPLETED
4294635,abyss-short_BS06_CNT_340-4_IL60x,2026-01-07T19:00:11,2026-01-07T19:10:42,00:10:31,100G,,10,10,01:45:10,6310,general,0:0,COMPLETED
4294635.batch,batch,2026-01-07T19:00:11,2026-01-07T19:10:42,00:10:31,,15509828K,10,10,01:45:10,6310,,0:0,COMPLETED
4294636,abyss-short_BS00_240_163-1_IL10x,2026-01-07T19:00:14,2026-01-07T19:05:24,00:05:10,100G,,10,10,00:51:40,3100,jrw0107_std,0:0,COMPLETED
4294636.batch,batch,2026-01-07T19:00:14,2026-01-07T19:05:24,00:05:10,,12811876K,10,10,00:51:40,3100,,0:0,COMPLETED
4294637,abyss-short_BS00_240_163-1_IL15x,2026-01-07T19:01:15,2026-01-07T19:07:21,00:06:06,100G,,10,10,01:01:00,3660,general,0:0,COMPLETED
4294637.batch,batch,2026-01-07T19:01:15,2026-01-07T19:07:21,00:06:06,,12628868K,10,10,01:01:00,3660,,0:0,COMPLETED
4294638,abyss-short_BS00_240_163-1_IL20x,2026-01-07T19:01:15,2026-01-07T19:09:05,00:07:50,100G,,10,10,01:18:20,4700,general,0:0,COMPLETED
4294638.batch,batch,2026-01-07T19:01:15,2026-01-07T19:09:05,00:07:50,,13787748K,10,10,01:18:20,4700,,0:0,COMPLETED
4294639,abyss-short_BS00_240_163-1_IL25x,2026-01-07T19:01:15,2026-01-07T19:10:24,00:09:09,100G,,10,10,01:31:30,5490,general,0:0,COMPLETED
4294639.batch,batch,2026-01-07T19:01:15,2026-01-07T19:10:24,00:09:09,,15082928K,10,10,01:31:30,5490,,0:0,COMPLETED
4294640,abyss-short_BS00_240_163-1_IL30x,2026-01-07T19:01:15,2026-01-07T19:12:27,00:11:12,100G,,10,10,01:52:00,6720,general,0:0,COMPLETED
4294640.batch,batch,2026-01-07T19:01:15,2026-01-07T19:12:27,00:11:12,,16368564K,10,10,01:52:00,6720,,0:0,COMPLETED
4294641,abyss-short_BS00_240_163-1_IL35x,2026-01-07T19:01:30,2026-01-07T19:11:57,00:10:27,100G,,10,10,01:44:30,6270,general,0:0,COMPLETED
4294641.batch,batch,2026-01-07T19:01:30,2026-01-07T19:11:57,00:10:27,,18466240K,10,10,01:44:30,6270,,0:0,COMPLETED
4294642,abyss-short_BS00_240_163-1_IL40x,2026-01-07T19:01:30,2026-01-07T19:13:46,00:12:16,100G,,10,10,02:02:40,7360,general,0:0,COMPLETED
4294642.batch,batch,2026-01-07T19:01:30,2026-01-07T19:13:46,00:12:16,,18042180K,10,10,02:02:40,7360,,0:0,COMPLETED
4294643,abyss-short_BS00_240_163-1_IL50x,2026-01-07T19:01:46,2026-01-07T19:15:58,00:14:12,100G,,10,10,02:22:00,8520,general,0:0,COMPLETED
4294643.batch,batch,2026-01-07T19:01:46,2026-01-07T19:15:58,00:14:12,,23159880K,10,10,02:22:00,8520,,0:0,COMPLETED
4294644,abyss-short_BS00_240_163-1_IL60x,2026-01-07T19:01:46,2026-01-07T19:18:32,00:16:46,100G,,10,10,02:47:40,10060,general,0:0,COMPLETED
4294644.batch,batch,2026-01-07T19:01:46,2026-01-07T19:18:32,00:16:46,,22004204K,10,10,02:47:40,10060,,0:0,COMPLETED
4294645,abyss-short_BS14_120_152-4_IL10x,2026-01-07T19:02:16,2026-01-07T19:09:23,00:07:07,100G,,10,10,01:11:10,4270,general,0:0,COMPLETED
4294645.batch,batch,2026-01-07T19:02:16,2026-01-07T19:09:23,00:07:07,,12792444K,10,10,01:11:10,4270,,0:0,COMPLETED
4294646,abyss-short_BS14_120_152-4_IL15x,2026-01-07T19:02:47,2026-01-07T19:13:19,00:10:32,100G,,10,10,01:45:20,6320,general,0:0,COMPLETED
4294646.batch,batch,2026-01-07T19:02:47,2026-01-07T19:13:19,00:10:32,,14427364K,10,10,01:45:20,6320,,0:0,COMPLETED
4294647,abyss-short_BS14_120_152-4_IL20x,2026-01-07T19:02:47,2026-01-07T19:16:04,00:13:17,100G,,10,10,02:12:50,7970,general,0:0,COMPLETED
4294647.batch,batch,2026-01-07T19:02:47,2026-01-07T19:16:04,00:13:17,,18670648K,10,10,02:12:50,7970,,0:0,COMPLETED
4294648,abyss-short_BS14_120_152-4_IL25x,2026-01-07T19:02:47,2026-01-07T19:15:02,00:12:15,100G,,10,10,02:02:30,7350,general,0:0,COMPLETED
4294648.batch,batch,2026-01-07T19:02:47,2026-01-07T19:15:02,00:12:15,,19316700K,10,10,02:02:30,7350,,0:0,COMPLETED
4294649,abyss-short_BS14_120_152-4_IL30x,2026-01-07T19:02:47,2026-01-07T19:15:56,00:13:09,100G,,10,10,02:11:30,7890,general,0:0,COMPLETED
4294649.batch,batch,2026-01-07T19:02:47,2026-01-07T19:15:56,00:13:09,,19441040K,10,10,02:11:30,7890,,0:0,COMPLETED
4294650,abyss-short_BS14_120_152-4_IL35x,2026-01-07T19:03:18,2026-01-07T19:18:30,00:15:12,100G,,10,10,02:32:00,9120,general,0:0,COMPLETED
4294650.batch,batch,2026-01-07T19:03:18,2026-01-07T19:18:30,00:15:12,,23025668K,10,10,02:32:00,9120,,0:0,COMPLETED
4294651,abyss-short_BS14_120_152-4_IL40x,2026-01-07T19:03:18,2026-01-07T19:18:53,00:15:35,100G,,10,10,02:35:50,9350,general,0:0,COMPLETED
4294651.batch,batch,2026-01-07T19:03:18,2026-01-07T19:18:53,00:15:35,,21199984K,10,10,02:35:50,9350,,0:0,COMPLETED
4294652,abyss-short_BS14_120_152-4_IL50x,2026-01-07T19:03:31,2026-01-07T19:25:36,00:22:05,100G,,10,10,03:40:50,13250,general,0:0,COMPLETED
4294652.batch,batch,2026-01-07T19:03:31,2026-01-07T19:25:36,00:22:05,,27262540K,10,10,03:40:50,13250,,0:0,COMPLETED
4294653,abyss-short_BS14_120_152-4_IL60x,2026-01-07T19:04:19,2026-01-07T19:30:02,00:25:43,100G,,10,10,04:17:10,15430,general,0:0,COMPLETED
4294653.batch,batch,2026-01-07T19:04:19,2026-01-07T19:30:02,00:25:43,,25880724K,10,10,04:17:10,15430,,0:0,COMPLETED
4294654,abyss-short_BS06_240_394-4_IL10x,2026-01-07T19:04:19,2026-01-07T19:07:07,00:02:48,100G,,10,10,00:28:00,1680,general,0:0,COMPLETED
4294654.batch,batch,2026-01-07T19:04:19,2026-01-07T19:07:07,00:02:48,,10509116K,10,10,00:28:00,1680,,0:0,COMPLETED
4294655,abyss-short_BS06_240_394-4_IL15x,2026-01-07T19:04:31,2026-01-07T19:08:02,00:03:31,100G,,10,10,00:35:10,2110,general,0:0,COMPLETED
4294655.batch,batch,2026-01-07T19:04:31,2026-01-07T19:08:02,00:03:31,,10510380K,10,10,00:35:10,2110,,0:0,COMPLETED
4294656,abyss-short_BS06_240_394-4_IL20x,2026-01-07T19:04:50,2026-01-07T19:08:58,00:04:08,100G,,10,10,00:41:20,2480,general,0:0,COMPLETED
4294656.batch,batch,2026-01-07T19:04:50,2026-01-07T19:08:58,00:04:08,,12030576K,10,10,00:41:20,2480,,0:0,COMPLETED
4294657,abyss-short_BS06_240_394-4_IL25x,2026-01-07T19:05:25,2026-01-07T19:10:40,00:05:15,100G,,10,10,00:52:30,3150,jrw0107_std,0:0,COMPLETED
4294657.batch,batch,2026-01-07T19:05:25,2026-01-07T19:10:40,00:05:15,,12050180K,10,10,00:52:30,3150,,0:0,COMPLETED
4294658,abyss-short_BS06_240_394-4_IL30x,2026-01-07T19:05:30,2026-01-07T19:10:47,00:05:17,100G,,10,10,00:52:50,3170,general,0:0,COMPLETED
4294658.batch,batch,2026-01-07T19:05:30,2026-01-07T19:10:47,00:05:17,,13340640K,10,10,00:52:50,3170,,0:0,COMPLETED
4294659,abyss-short_BS06_240_394-4_IL35x,2026-01-07T19:05:53,2026-01-07T19:11:54,00:06:01,100G,,10,10,01:00:10,3610,general,0:0,COMPLETED
4294659.batch,batch,2026-01-07T19:05:53,2026-01-07T19:11:54,00:06:01,,13373764K,10,10,01:00:10,3610,,0:0,COMPLETED
4294660,abyss-short_BS06_240_394-4_IL40x,2026-01-07T19:05:53,2026-01-07T19:12:59,00:07:06,100G,,10,10,01:11:00,4260,general,0:0,COMPLETED
4294660.batch,batch,2026-01-07T19:05:53,2026-01-07T19:12:59,00:07:06,,14519164K,10,10,01:11:00,4260,,0:0,COMPLETED
4294661,abyss-short_BS06_240_394-4_IL50x,2026-01-07T19:07:26,2026-01-07T19:15:22,00:07:56,100G,,10,10,01:19:20,4760,general,0:0,COMPLETED
4294661.batch,batch,2026-01-07T19:07:26,2026-01-07T19:15:22,00:07:56,,15752320K,10,10,01:19:20,4760,,0:0,COMPLETED
4294662,abyss-short_BS06_240_394-4_IL60x,2026-01-07T19:07:26,2026-01-07T19:16:48,00:09:22,100G,,10,10,01:33:40,5620,general,0:0,COMPLETED
4294662.batch,batch,2026-01-07T19:07:26,2026-01-07T19:16:48,00:09:22,,17215576K,10,10,01:33:40,5620,,0:0,COMPLETED
4294663,abyss-short_BS05_240_248-5_IL10x,2026-01-07T19:07:26,2026-01-07T19:12:39,00:05:13,100G,,10,10,00:52:10,3130,general,0:0,COMPLETED
4294663.batch,batch,2026-01-07T19:07:26,2026-01-07T19:12:39,00:05:13,,10531352K,10,10,00:52:10,3130,,0:0,COMPLETED
4294664,abyss-short_BS05_240_248-5_IL15x,2026-01-07T19:07:26,2026-01-07T19:11:57,00:04:31,100G,,10,10,00:45:10,2710,general,0:0,COMPLETED
4294664.batch,batch,2026-01-07T19:07:26,2026-01-07T19:11:57,00:04:31,,10522072K,10,10,00:45:10,2710,,0:0,COMPLETED
4294665,abyss-short_BS05_240_248-5_IL20x,2026-01-07T19:07:26,2026-01-07T19:12:21,00:04:55,100G,,10,10,00:49:10,2950,general,0:0,COMPLETED
4294665.batch,batch,2026-01-07T19:07:26,2026-01-07T19:12:21,00:04:55,,12119916K,10,10,00:49:10,2950,,0:0,COMPLETED
4294666,abyss-short_BS05_240_248-5_IL25x,2026-01-07T19:07:56,2026-01-07T19:15:47,00:07:51,100G,,10,10,01:18:30,4710,general,0:0,COMPLETED
4294666.batch,batch,2026-01-07T19:07:56,2026-01-07T19:15:47,00:07:51,,13888164K,10,10,01:18:30,4710,,0:0,COMPLETED
4294667,abyss-short_BS05_240_248-5_IL30x,2026-01-07T19:08:27,2026-01-07T19:17:37,00:09:10,100G,,10,10,01:31:40,5500,general,0:0,COMPLETED
4294667.batch,batch,2026-01-07T19:08:27,2026-01-07T19:17:37,00:09:10,,13285568K,10,10,01:31:40,5500,,0:0,COMPLETED
4294668,abyss-short_BS05_240_248-5_IL35x,2026-01-07T19:08:27,2026-01-07T19:15:26,00:06:59,100G,,10,10,01:09:50,4190,general,0:0,COMPLETED
4294668.batch,batch,2026-01-07T19:08:27,2026-01-07T19:15:26,00:06:59,,14851456K,10,10,01:09:50,4190,,0:0,COMPLETED
4294669,abyss-short_BS05_240_248-5_IL40x,2026-01-07T19:09:28,2026-01-07T19:17:02,00:07:34,100G,,10,10,01:15:40,4540,general,0:0,COMPLETED
4294669.batch,batch,2026-01-07T19:09:28,2026-01-07T19:17:02,00:07:34,,14644408K,10,10,01:15:40,4540,,0:0,COMPLETED
4294670,abyss-short_BS05_240_248-5_IL50x,2026-01-07T19:09:28,2026-01-07T19:19:44,00:10:16,100G,,10,10,01:42:40,6160,general,0:0,COMPLETED
4294670.batch,batch,2026-01-07T19:09:28,2026-01-07T19:19:44,00:10:16,,16698728K,10,10,01:42:40,6160,,0:0,COMPLETED
4294671,abyss-short_BS05_240_248-5_IL60x,2026-01-07T19:09:28,2026-01-07T19:21:35,00:12:07,100G,,10,10,02:01:10,7270,general,0:0,COMPLETED
4294671.batch,batch,2026-01-07T19:09:28,2026-01-07T19:21:35,00:12:07,,17580120K,10,10,02:01:10,7270,,0:0,COMPLETED
4294672,abyss-short_BS00_120_204-2_IL10x,2026-01-07T19:09:28,2026-01-07T19:13:56,00:04:28,100G,,10,10,00:44:40,2680,general,0:0,COMPLETED
4294672.batch,batch,2026-01-07T19:09:28,2026-01-07T19:13:56,00:04:28,,10820596K,10,10,00:44:40,2680,,0:0,COMPLETED
4294673,abyss-short_BS00_120_204-2_IL15x,2026-01-07T19:09:28,2026-01-07T19:15:17,00:05:49,100G,,10,10,00:58:10,3490,general,0:0,COMPLETED
4294673.batch,batch,2026-01-07T19:09:28,2026-01-07T19:15:17,00:05:49,,12711128K,10,10,00:58:10,3490,,0:0,COMPLETED
4294674,abyss-short_BS00_120_204-2_IL20x,2026-01-07T19:10:30,2026-01-07T19:16:53,00:06:23,100G,,10,10,01:03:50,3830,general,0:0,COMPLETED
4294674.batch,batch,2026-01-07T19:10:30,2026-01-07T19:16:53,00:06:23,,16103308K,10,10,01:03:50,3830,,0:0,COMPLETED
4294675,abyss-short_BS00_120_204-2_IL25x,2026-01-07T19:10:30,2026-01-07T19:19:12,00:08:42,100G,,10,10,01:27:00,5220,general,0:0,COMPLETED
4294675.batch,batch,2026-01-07T19:10:30,2026-01-07T19:19:12,00:08:42,,14273824K,10,10,01:27:00,5220,,0:0,COMPLETED
4294676,abyss-short_BS00_120_204-2_IL30x,2026-01-07T19:10:30,2026-01-07T19:18:46,00:08:16,100G,,10,10,01:22:40,4960,general,0:0,COMPLETED
4294676.batch,batch,2026-01-07T19:10:30,2026-01-07T19:18:46,00:08:16,,15767208K,10,10,01:22:40,4960,,0:0,COMPLETED
4294677,abyss-short_BS00_120_204-2_IL35x,2026-01-07T19:10:41,2026-01-07T19:20:48,00:10:07,100G,,10,10,01:41:10,6070,jrw0107_std,0:0,COMPLETED
4294677.batch,batch,2026-01-07T19:10:41,2026-01-07T19:20:48,00:10:07,,17150044K,10,10,01:41:10,6070,,0:0,COMPLETED
4294678,abyss-short_BS00_120_204-2_IL40x,2026-01-07T19:11:01,2026-01-07T19:22:34,00:11:33,100G,,10,10,01:55:30,6930,general,0:0,COMPLETED
4294678.batch,batch,2026-01-07T19:11:01,2026-01-07T19:22:34,00:11:33,,20011224K,10,10,01:55:30,6930,,0:0,COMPLETED
4294679,abyss-short_BS00_120_204-2_IL50x,2026-01-07T19:11:01,2026-01-07T19:25:03,00:14:02,100G,,10,10,02:20:20,8420,general,0:0,COMPLETED
4294679.batch,batch,2026-01-07T19:11:01,2026-01-07T19:25:03,00:14:02,,19326264K,10,10,02:20:20,8420,,0:0,COMPLETED
4294680,abyss-short_BS00_120_204-2_IL60x,2026-01-07T19:12:02,2026-01-07T19:26:32,00:14:30,100G,,10,10,02:25:00,8700,general,0:0,COMPLETED
4294680.batch,batch,2026-01-07T19:12:02,2026-01-07T19:26:32,00:14:30,,24725944K,10,10,02:25:00,8700,,0:0,COMPLETED
4294681,abyss-short_BS21_CNT_582-1_IL10x,2026-01-07T19:12:02,2026-01-07T19:17:15,00:05:13,100G,,10,10,00:52:10,3130,general,0:0,COMPLETED
4294681.batch,batch,2026-01-07T19:12:02,2026-01-07T19:17:15,00:05:13,,10390540K,10,10,00:52:10,3130,,0:0,COMPLETED
4294682,abyss-short_BS21_CNT_582-1_IL15x,2026-01-07T19:12:02,2026-01-07T19:16:00,00:03:58,100G,,10,10,00:39:40,2380,general,0:0,COMPLETED
4294682.batch,batch,2026-01-07T19:12:02,2026-01-07T19:16:00,00:03:58,,10456216K,10,10,00:39:40,2380,,0:0,COMPLETED
4294683,abyss-short_BS21_CNT_582-1_IL20x,2026-01-07T19:12:31,2026-01-07T19:16:41,00:04:10,100G,,10,10,00:41:40,2500,general,0:0,COMPLETED
4294683.batch,batch,2026-01-07T19:12:31,2026-01-07T19:16:41,00:04:10,,12084240K,10,10,00:41:40,2500,,0:0,COMPLETED
4294684,abyss-short_BS21_CNT_582-1_IL25x,2026-01-07T19:12:31,2026-01-07T19:17:15,00:04:44,100G,,10,10,00:47:20,2840,general,0:0,COMPLETED
4294684.batch,batch,2026-01-07T19:12:31,2026-01-07T19:17:15,00:04:44,,12048800K,10,10,00:47:20,2840,,0:0,COMPLETED
4294685,abyss-short_BS21_CNT_582-1_IL30x,2026-01-07T19:13:04,2026-01-07T19:20:52,00:07:48,100G,,10,10,01:18:00,4680,general,0:0,COMPLETED
4294685.batch,batch,2026-01-07T19:13:04,2026-01-07T19:20:52,00:07:48,,13202988K,10,10,01:18:00,4680,,0:0,COMPLETED
4294686,abyss-short_BS21_CNT_582-1_IL35x,2026-01-07T19:13:04,2026-01-07T19:19:26,00:06:22,100G,,10,10,01:03:40,3820,general,0:0,COMPLETED
4294686.batch,batch,2026-01-07T19:13:04,2026-01-07T19:19:26,00:06:22,,13336464K,10,10,01:03:40,3820,,0:0,COMPLETED
4294687,abyss-short_BS21_CNT_582-1_IL40x,2026-01-07T19:13:30,2026-01-07T19:22:11,00:08:41,100G,,10,10,01:26:50,5210,general,0:0,COMPLETED
4294687.batch,batch,2026-01-07T19:13:30,2026-01-07T19:22:11,00:08:41,,14630356K,10,10,01:26:50,5210,,0:0,COMPLETED
4294688,abyss-short_BS21_CNT_582-1_IL50x,2026-01-07T19:14:05,2026-01-07T19:23:10,00:09:05,100G,,10,10,01:30:50,5450,general,0:0,COMPLETED
4294688.batch,batch,2026-01-07T19:14:05,2026-01-07T19:23:10,00:09:05,,15501544K,10,10,01:30:50,5450,,0:0,COMPLETED
4294689,abyss-short_BS21_CNT_582-1_IL60x,2026-01-07T19:14:05,2026-01-07T19:24:12,00:10:07,100G,,10,10,01:41:10,6070,general,0:0,COMPLETED
4294689.batch,batch,2026-01-07T19:14:05,2026-01-07T19:24:12,00:10:07,,16761440K,10,10,01:41:10,6070,,0:0,COMPLETED
4294690,abyss-short_BS11_CNT_642-2_IL10x,2026-01-07T19:14:05,2026-01-07T19:24:25,00:10:20,100G,,10,10,01:43:20,6200,general,0:0,COMPLETED
4294690.batch,batch,2026-01-07T19:14:05,2026-01-07T19:24:25,00:10:20,,17739672K,10,10,01:43:20,6200,,0:0,COMPLETED
4294691,abyss-short_BS11_CNT_642-2_IL15x,2026-01-07T19:14:36,2026-01-07T19:34:07,00:19:31,100G,,10,10,03:15:10,11710,general,0:0,COMPLETED
4294691.batch,batch,2026-01-07T19:14:36,2026-01-07T19:34:07,00:19:31,,23175072K,10,10,03:15:10,11710,,0:0,COMPLETED
4294692,abyss-short_BS11_CNT_642-2_IL20x,2026-01-07T19:15:07,2026-01-07T19:40:34,00:25:27,100G,,10,10,04:14:30,15270,general,0:0,COMPLETED
4294692.batch,batch,2026-01-07T19:15:07,2026-01-07T19:40:34,00:25:27,,26646908K,10,10,04:14:30,15270,,0:0,COMPLETED
4294693,abyss-short_BS11_CNT_642-2_IL25x,2026-01-07T19:15:31,2026-01-07T19:43:32,00:28:01,100G,,10,10,04:40:10,16810,general,0:0,COMPLETED
4294693.batch,batch,2026-01-07T19:15:31,2026-01-07T19:43:32,00:28:01,,30047252K,10,10,04:40:10,16810,,0:0,COMPLETED
4294694,abyss-short_BS11_CNT_642-2_IL30x,2026-01-07T19:15:31,2026-01-07T19:52:57,00:37:26,100G,,10,10,06:14:20,22460,general,0:0,COMPLETED
4294694.batch,batch,2026-01-07T19:15:31,2026-01-07T19:52:57,00:37:26,,33273036K,10,10,06:14:20,22460,,0:0,COMPLETED
4294695,abyss-short_BS11_CNT_642-2_IL35x,2026-01-07T19:15:31,2026-01-07T19:59:18,00:43:47,100G,,10,10,07:17:50,26270,general,0:0,COMPLETED
4294695.batch,batch,2026-01-07T19:15:31,2026-01-07T19:59:18,00:43:47,,31748740K,10,10,07:17:50,26270,,0:0,COMPLETED
4294696,abyss-short_BS11_CNT_642-2_IL40x,2026-01-07T19:16:08,2026-01-07T20:06:59,00:50:51,100G,,10,10,08:28:30,30510,general,0:0,COMPLETED
4294696.batch,batch,2026-01-07T19:16:08,2026-01-07T20:06:59,00:50:51,,34344920K,10,10,08:28:30,30510,,0:0,COMPLETED
4294697,abyss-short_BS11_CNT_642-2_IL50x,2026-01-07T19:16:08,2026-01-07T20:22:51,01:06:43,100G,,10,10,11:07:10,40030,general,0:0,COMPLETED
4294697.batch,batch,2026-01-07T19:16:08,2026-01-07T20:22:51,01:06:43,,42754116K,10,10,11:07:10,40030,,0:0,COMPLETED
4294698,abyss-short_BS11_CNT_642-2_IL60x,2026-01-07T19:16:08,2026-01-07T20:35:12,01:19:04,100G,,10,10,13:10:40,47440,general,0:0,COMPLETED
4294698.batch,batch,2026-01-07T19:16:08,2026-01-07T20:35:12,01:19:04,,47809608K,10,10,13:10:40,47440,,0:0,COMPLETED
4294699,abyss-short_BS08_360_127-6_IL10x,2026-01-07T19:16:08,2026-01-07T19:22:31,00:06:23,100G,,10,10,01:03:50,3830,general,0:0,COMPLETED
4294699.batch,batch,2026-01-07T19:16:08,2026-01-07T19:22:31,00:06:23,,13052696K,10,10,01:03:50,3830,,0:0,COMPLETED
4294700,abyss-short_BS08_360_127-6_IL15x,2026-01-07T19:16:08,2026-01-07T19:27:17,00:11:09,100G,,10,10,01:51:30,6690,general,0:0,COMPLETED
4294700.batch,batch,2026-01-07T19:16:08,2026-01-07T19:27:17,00:11:09,,14658456K,10,10,01:51:30,6690,,0:0,COMPLETED
4294701,abyss-short_BS08_360_127-6_IL20x,2026-01-07T19:17:10,2026-01-07T19:27:17,00:10:07,100G,,10,10,01:41:10,6070,general,0:0,COMPLETED
4294701.batch,batch,2026-01-07T19:17:10,2026-01-07T19:27:17,00:10:07,,19353704K,10,10,01:41:10,6070,,0:0,COMPLETED
4294702,abyss-short_BS08_360_127-6_IL25x,2026-01-07T19:17:10,2026-01-07T19:28:57,00:11:47,100G,,10,10,01:57:50,7070,general,0:0,COMPLETED
4294702.batch,batch,2026-01-07T19:17:10,2026-01-07T19:28:57,00:11:47,,21222384K,10,10,01:57:50,7070,,0:0,COMPLETED
4294703,abyss-short_BS08_360_127-6_IL30x,2026-01-07T19:17:10,2026-01-07T19:32:22,00:15:12,100G,,10,10,02:32:00,9120,general,0:0,COMPLETED
4294703.batch,batch,2026-01-07T19:17:10,2026-01-07T19:32:22,00:15:12,,19779464K,10,10,02:32:00,9120,,0:0,COMPLETED
4294704,abyss-short_BS08_360_127-6_IL35x,2026-01-07T19:17:10,2026-01-07T19:33:56,00:16:46,100G,,10,10,02:47:40,10060,general,0:0,COMPLETED
4294704.batch,batch,2026-01-07T19:17:10,2026-01-07T19:33:56,00:16:46,,21047272K,10,10,02:47:40,10060,,0:0,COMPLETED
4294705,abyss-short_BS08_360_127-6_IL40x,2026-01-07T19:17:31,2026-01-07T19:34:31,00:17:00,100G,,10,10,02:50:00,10200,general,0:0,COMPLETED
4294705.batch,batch,2026-01-07T19:17:31,2026-01-07T19:34:31,00:17:00,,25751856K,10,10,02:50:00,10200,,0:0,COMPLETED
4294706,abyss-short_BS08_360_127-6_IL50x,2026-01-07T19:17:31,2026-01-07T19:37:49,00:20:18,100G,,10,10,03:23:00,12180,general,0:0,COMPLETED
4294706.batch,batch,2026-01-07T19:17:31,2026-01-07T19:37:49,00:20:18,,28973008K,10,10,03:23:00,12180,,0:0,COMPLETED
4294707,abyss-short_BS08_360_127-6_IL60x,2026-01-07T19:17:31,2026-01-07T19:41:41,00:24:10,100G,,10,10,04:01:40,14500,general,0:0,COMPLETED
4294707.batch,batch,2026-01-07T19:17:31,2026-01-07T19:41:41,00:24:10,,28579320K,10,10,04:01:40,14500,,0:0,COMPLETED
