JobID,JobName,Start,End,Elapsed,ReqMem,MaxRSS,ReqCPUS,NCPUS,CPUTime,CPUTimeRAW,Partition,ExitCode,State
4416664.batch,batch,2026-02-02T13:06:47,2026-02-02T13:07:18,00:00:31,,5884K,10,10,00:05:10,310,,0:0,COMPLETED
4416665,polypolish_BS08_120_142-3_NP40x_IL25x,2026-02-02T13:06:47,2026-02-02T13:07:25,00:00:38,180G,,10,10,00:06:20,380,general,0:0,COMPLETED
4416665.batch,batch,2026-02-02T13:06:47,2026-02-02T13:07:25,00:00:38,,126524K,10,10,00:06:20,380,,0:0,COMPLETED
4416666,polypolish_BS08_120_142-3_NP40x_IL30x,2026-02-02T13:06:47,2026-02-02T13:07:32,00:00:45,180G,,10,10,00:07:30,450,general,0:0,COMPLETED
4416666.batch,batch,2026-02-02T13:06:47,2026-02-02T13:07:32,00:00:45,,107124K,10,10,00:07:30,450,,0:0,COMPLETED
4416667,polypolish_BS08_120_142-3_NP40x_IL35x,2026-02-02T13:06:47,2026-02-02T13:07:39,00:00:52,180G,,10,10,00:08:40,520,general,0:0,COMPLETED
4416667.batch,batch,2026-02-02T13:06:47,2026-02-02T13:07:39,00:00:52,,2668624K,10,10,00:08:40,520,,0:0,COMPLETED
4416668,polypolish_BS08_120_142-3_NP40x_IL40x,2026-02-02T13:06:47,2026-02-02T13:07:46,00:00:59,180G,,10,10,00:09:50,590,general,0:0,COMPLETED
4416668.batch,batch,2026-02-02T13:06:47,2026-02-02T13:07:46,00:00:59,,2734048K,10,10,00:09:50,590,,0:0,COMPLETED
4416669,polypolish_BS08_120_142-3_NP40x_IL50x,2026-02-02T13:06:47,2026-02-02T13:08:00,00:01:13,180G,,10,10,00:12:10,730,general,0:0,COMPLETED
4416669.batch,batch,2026-02-02T13:06:47,2026-02-02T13:08:00,00:01:13,,2911576K,10,10,00:12:10,730,,0:0,COMPLETED
4416670,polypolish_BS08_120_142-3_NP40x_IL60x,2026-02-02T13:07:12,2026-02-02T13:08:35,00:01:23,180G,,10,10,00:13:50,830,jrw0107_std,0:0,COMPLETED
4416670.batch,batch,2026-02-02T13:07:12,2026-02-02T13:08:35,00:01:23,,2948504K,10,10,00:13:50,830,,0:0,COMPLETED
4416671,polypolish_BS08_120_142-3_NP50x_IL10x,2026-02-02T13:07:17,2026-02-02T13:07:35,00:00:18,180G,,10,10,00:03:00,180,general,0:0,COMPLETED
4416671.batch,batch,2026-02-02T13:07:17,2026-02-02T13:07:35,00:00:18,,1808K,10,10,00:03:00,180,,0:0,COMPLETED
4416672,polypolish_BS08_120_142-3_NP50x_IL15x,2026-02-02T13:07:17,2026-02-02T13:07:42,00:00:25,180G,,10,10,00:04:10,250,general,0:0,COMPLETED
4416672.batch,batch,2026-02-02T13:07:17,2026-02-02T13:07:42,00:00:25,,1812K,10,10,00:04:10,250,,0:0,COMPLETED
4416673,polypolish_BS08_120_142-3_NP50x_IL20x,2026-02-02T13:07:17,2026-02-02T13:07:49,00:00:32,180G,,10,10,00:05:20,320,general,0:0,COMPLETED
4416673.batch,batch,2026-02-02T13:07:17,2026-02-02T13:07:49,00:00:32,,5884K,10,10,00:05:20,320,,0:0,COMPLETED
4416674,polypolish_BS08_120_142-3_NP50x_IL25x,2026-02-02T13:07:17,2026-02-02T13:07:56,00:00:39,180G,,10,10,00:06:30,390,general,0:0,COMPLETED
4416674.batch,batch,2026-02-02T13:07:17,2026-02-02T13:07:56,00:00:39,,126440K,10,10,00:06:30,390,,0:0,COMPLETED
4416675,polypolish_BS08_120_142-3_NP50x_IL30x,2026-02-02T13:07:17,2026-02-02T13:08:04,00:00:47,180G,,10,10,00:07:50,470,general,0:0,COMPLETED
4416675.batch,batch,2026-02-02T13:07:17,2026-02-02T13:08:04,00:00:47,,80904K,10,10,00:07:50,470,,0:0,COMPLETED
4416676,polypolish_BS08_120_142-3_NP50x_IL35x,2026-02-02T13:07:17,2026-02-02T13:08:12,00:00:55,180G,,10,10,00:09:10,550,general,0:0,COMPLETED
4416676.batch,batch,2026-02-02T13:07:17,2026-02-02T13:08:12,00:00:55,,2405500K,10,10,00:09:10,550,,0:0,COMPLETED
4416677,polypolish_BS08_120_142-3_NP50x_IL40x,2026-02-02T13:07:17,2026-02-02T13:08:19,00:01:02,180G,,10,10,00:10:20,620,general,0:0,COMPLETED
4416677.batch,batch,2026-02-02T13:07:17,2026-02-02T13:08:19,00:01:02,,2910900K,10,10,00:10:20,620,,0:0,COMPLETED
4416678,polypolish_BS08_120_142-3_NP50x_IL50x,2026-02-02T13:07:17,2026-02-02T13:08:28,00:01:11,180G,,10,10,00:11:50,710,general,0:0,COMPLETED
4416678.batch,batch,2026-02-02T13:07:17,2026-02-02T13:08:28,00:01:11,,3011516K,10,10,00:11:50,710,,0:0,COMPLETED
4416679,polypolish_BS08_120_142-3_NP50x_IL60x,2026-02-02T13:07:48,2026-02-02T13:09:12,00:01:24,180G,,10,10,00:14:00,840,general,0:0,COMPLETED
4416679.batch,batch,2026-02-02T13:07:48,2026-02-02T13:09:12,00:01:24,,2898624K,10,10,00:14:00,840,,0:0,COMPLETED
4416680,polypolish_BS08_120_142-3_NP60x_IL10x,2026-02-02T13:07:48,2026-02-02T13:08:06,00:00:18,180G,,10,10,00:03:00,180,general,0:0,COMPLETED
4416680.batch,batch,2026-02-02T13:07:48,2026-02-02T13:08:06,00:00:18,,1812K,10,10,00:03:00,180,,0:0,COMPLETED
4416681,polypolish_BS08_120_142-3_NP60x_IL15x,2026-02-02T13:07:48,2026-02-02T13:08:12,00:00:24,180G,,10,10,00:04:00,240,general,0:0,COMPLETED
4416681.batch,batch,2026-02-02T13:07:48,2026-02-02T13:08:12,00:00:24,,1812K,10,10,00:04:00,240,,0:0,COMPLETED
4416682,polypolish_BS08_120_142-3_NP60x_IL20x,2026-02-02T13:07:48,2026-02-02T13:08:19,00:00:31,180G,,10,10,00:05:10,310,general,0:0,COMPLETED
4416682.batch,batch,2026-02-02T13:07:48,2026-02-02T13:08:19,00:00:31,,6156K,10,10,00:05:10,310,,0:0,COMPLETED
4416683,polypolish_BS08_120_142-3_NP60x_IL25x,2026-02-02T13:07:48,2026-02-02T13:08:25,00:00:37,180G,,10,10,00:06:10,370,general,0:0,COMPLETED
4416683.batch,batch,2026-02-02T13:07:48,2026-02-02T13:08:25,00:00:37,,131964K,10,10,00:06:10,370,,0:0,COMPLETED
4416684,polypolish_BS08_120_142-3_NP60x_IL30x,2026-02-02T13:07:48,2026-02-02T13:08:32,00:00:44,180G,,10,10,00:07:20,440,general,0:0,COMPLETED
4416684.batch,batch,2026-02-02T13:07:48,2026-02-02T13:08:32,00:00:44,,154388K,10,10,00:07:20,440,,0:0,COMPLETED
4416685,polypolish_BS08_120_142-3_NP60x_IL35x,2026-02-02T13:07:48,2026-02-02T13:08:39,00:00:51,180G,,10,10,00:08:30,510,general,0:0,COMPLETED
4416685.batch,batch,2026-02-02T13:07:48,2026-02-02T13:08:39,00:00:51,,30964K,10,10,00:08:30,510,,0:0,COMPLETED
4416686,polypolish_BS08_120_142-3_NP60x_IL40x,2026-02-02T13:07:48,2026-02-02T13:08:44,00:00:56,180G,,10,10,00:09:20,560,general,0:0,COMPLETED
4416686.batch,batch,2026-02-02T13:07:48,2026-02-02T13:08:44,00:00:56,,2491564K,10,10,00:09:20,560,,0:0,COMPLETED
4416687,polypolish_BS08_120_142-3_NP60x_IL50x,2026-02-02T13:07:48,2026-02-02T13:08:56,00:01:08,180G,,10,10,00:11:20,680,general,0:0,COMPLETED
4416687.batch,batch,2026-02-02T13:07:48,2026-02-02T13:08:56,00:01:08,,3021172K,10,10,00:11:20,680,,0:0,COMPLETED
4416688,polypolish_BS08_120_142-3_NP60x_IL60x,2026-02-02T13:07:48,2026-02-02T13:09:08,00:01:20,180G,,10,10,00:13:20,800,general,0:0,COMPLETED
4416688.batch,batch,2026-02-02T13:07:48,2026-02-02T13:09:08,00:01:20,,3033168K,10,10,00:13:20,800,,0:0,COMPLETED
4294987,spades_hybrid_BS14_CNT_162-4_NP10x_IL10x,2026-01-07T19:39:10,2026-01-07T19:56:56,00:17:46,100G,,10,10,02:57:40,10660,general,0:0,COMPLETED
4294987.batch,batch,2026-01-07T19:39:10,2026-01-07T19:56:56,00:17:46,,5107744K,10,10,02:57:40,10660,,0:0,COMPLETED
4294988,spades_hybrid_BS14_CNT_162-4_NP10x_IL15x,2026-01-07T19:39:10,2026-01-07T19:50:41,00:11:31,100G,,10,10,01:55:10,6910,general,0:0,COMPLETED
4294988.batch,batch,2026-01-07T19:39:10,2026-01-07T19:50:41,00:11:31,,5172476K,10,10,01:55:10,6910,,0:0,COMPLETED
4294989,spades_hybrid_BS14_CNT_162-4_NP10x_IL20x,2026-01-07T19:39:10,2026-01-07T20:01:49,00:22:39,100G,,10,10,03:46:30,13590,general,0:0,COMPLETED
4294989.batch,batch,2026-01-07T19:39:10,2026-01-07T20:01:49,00:22:39,,5857556K,10,10,03:46:30,13590,,0:0,COMPLETED
4294990,spades_hybrid_BS14_CNT_162-4_NP10x_IL25x,2026-01-07T19:39:10,2026-01-07T19:56:16,00:17:06,100G,,10,10,02:51:00,10260,general,0:0,COMPLETED
4294990.batch,batch,2026-01-07T19:39:10,2026-01-07T19:56:16,00:17:06,,6448192K,10,10,02:51:00,10260,,0:0,COMPLETED
4294991,spades_hybrid_BS14_CNT_162-4_NP10x_IL30x,2026-01-07T19:39:10,2026-01-07T20:55:34,01:16:24,100G,,10,10,12:44:00,45840,general,0:0,COMPLETED
4294991.batch,batch,2026-01-07T19:39:10,2026-01-07T20:55:34,01:16:24,,7048804K,10,10,12:44:00,45840,,0:0,COMPLETED
4294992,spades_hybrid_BS14_CNT_162-4_NP10x_IL35x,2026-01-07T19:39:10,2026-01-07T20:09:56,00:30:46,100G,,10,10,05:07:40,18460,general,0:0,COMPLETED
4294992.batch,batch,2026-01-07T19:39:10,2026-01-07T20:09:56,00:30:46,,7614012K,10,10,05:07:40,18460,,0:0,COMPLETED
4294993,spades_hybrid_BS14_CNT_162-4_NP10x_IL40x,2026-01-07T19:39:10,2026-01-07T20:25:22,00:46:12,100G,,10,10,07:42:00,27720,general,0:0,COMPLETED
4294993.batch,batch,2026-01-07T19:39:10,2026-01-07T20:25:22,00:46:12,,8170068K,10,10,07:42:00,27720,,0:0,COMPLETED
4294994,spades_hybrid_BS14_CNT_162-4_NP10x_IL50x,2026-01-07T19:39:10,2026-01-07T20:15:45,00:36:35,100G,,10,10,06:05:50,21950,general,0:0,COMPLETED
4294994.batch,batch,2026-01-07T19:39:10,2026-01-07T20:15:45,00:36:35,,9219348K,10,10,06:05:50,21950,,0:0,COMPLETED
4294995,spades_hybrid_BS14_CNT_162-4_NP10x_IL60x,2026-01-07T19:39:10,2026-01-07T21:14:27,01:35:17,100G,,10,10,15:52:50,57170,general,0:0,COMPLETED
4294995.batch,batch,2026-01-07T19:39:10,2026-01-07T21:14:27,01:35:17,,10240724K,10,10,15:52:50,57170,,0:0,COMPLETED
4294996,spades_hybrid_BS14_CNT_162-4_NP15x_IL10x,2026-01-07T19:39:10,2026-01-07T20:04:01,00:24:51,100G,,10,10,04:08:30,14910,general,0:0,COMPLETED
4294996.batch,batch,2026-01-07T19:39:10,2026-01-07T20:04:01,00:24:51,,5289104K,10,10,04:08:30,14910,,0:0,COMPLETED
4294997,spades_hybrid_BS14_CNT_162-4_NP15x_IL15x,2026-01-07T19:39:10,2026-01-07T19:52:23,00:13:13,100G,,10,10,02:12:10,7930,general,0:0,COMPLETED
4294997.batch,batch,2026-01-07T19:39:10,2026-01-07T19:52:23,00:13:13,,5476164K,10,10,02:12:10,7930,,0:0,COMPLETED
4294998,spades_hybrid_BS14_CNT_162-4_NP15x_IL20x,2026-01-07T19:39:10,2026-01-07T20:10:39,00:31:29,100G,,10,10,05:14:50,18890,general,0:0,COMPLETED
4294998.batch,batch,2026-01-07T19:39:10,2026-01-07T20:10:39,00:31:29,,6254392K,10,10,05:14:50,18890,,0:0,COMPLETED
4294999,spades_hybrid_BS14_CNT_162-4_NP15x_IL25x,2026-01-07T19:39:10,2026-01-07T19:58:53,00:19:43,100G,,10,10,03:17:10,11830,general,0:0,COMPLETED
4294999.batch,batch,2026-01-07T19:39:10,2026-01-07T19:58:53,00:19:43,,6455700K,10,10,03:17:10,11830,,0:0,COMPLETED
4295000,spades_hybrid_BS14_CNT_162-4_NP15x_IL30x,2026-01-07T19:39:10,2026-01-07T20:59:40,01:20:30,100G,,10,10,13:25:00,48300,general,0:0,COMPLETED
4295000.batch,batch,2026-01-07T19:39:10,2026-01-07T20:59:40,01:20:30,,7042472K,10,10,13:25:00,48300,,0:0,COMPLETED
4295001,spades_hybrid_BS14_CNT_162-4_NP15x_IL35x,2026-01-07T19:39:10,2026-01-07T20:18:03,00:38:53,100G,,10,10,06:28:50,23330,general,0:0,COMPLETED
4295001.batch,batch,2026-01-07T19:39:10,2026-01-07T20:18:03,00:38:53,,7597924K,10,10,06:28:50,23330,,0:0,COMPLETED
4295002,spades_hybrid_BS14_CNT_162-4_NP15x_IL40x,2026-01-07T19:39:10,2026-01-07T20:37:51,00:58:41,100G,,10,10,09:46:50,35210,general,0:0,COMPLETED
4295002.batch,batch,2026-01-07T19:39:10,2026-01-07T20:37:51,00:58:41,,8164236K,10,10,09:46:50,35210,,0:0,COMPLETED
4295003,spades_hybrid_BS14_CNT_162-4_NP15x_IL50x,2026-01-07T19:39:10,2026-01-07T20:55:22,01:16:12,100G,,10,10,12:42:00,45720,general,0:0,COMPLETED
4295003.batch,batch,2026-01-07T19:39:10,2026-01-07T20:55:22,01:16:12,,9224492K,10,10,12:42:00,45720,,0:0,COMPLETED
4295004,spades_hybrid_BS14_CNT_162-4_NP15x_IL60x,2026-01-07T19:39:10,2026-01-07T20:39:41,01:00:31,100G,,10,10,10:05:10,36310,general,0:0,COMPLETED
4295004.batch,batch,2026-01-07T19:39:10,2026-01-07T20:39:41,01:00:31,,10246980K,10,10,10:05:10,36310,,0:0,COMPLETED
4295005,spades_hybrid_BS14_CNT_162-4_NP20x_IL10x,2026-01-07T19:39:10,2026-01-07T21:05:33,01:26:23,100G,,10,10,14:23:50,51830,general,0:0,COMPLETED
4295005.batch,batch,2026-01-07T19:39:10,2026-01-07T21:05:33,01:26:23,,4874396K,10,10,14:23:50,51830,,0:0,COMPLETED
4295006,spades_hybrid_BS14_CNT_162-4_NP20x_IL15x,2026-01-07T19:39:30,2026-01-07T20:55:15,01:15:45,100G,,10,10,12:37:30,45450,general,0:0,COMPLETED
4295006.batch,batch,2026-01-07T19:39:30,2026-01-07T20:55:15,01:15:45,,5184432K,10,10,12:37:30,45450,,0:0,COMPLETED
4295007,spades_hybrid_BS14_CNT_162-4_NP20x_IL20x,2026-01-07T19:39:30,2026-01-07T20:10:40,00:31:10,100G,,10,10,05:11:40,18700,general,0:0,COMPLETED
4295007.batch,batch,2026-01-07T19:39:30,2026-01-07T20:10:40,00:31:10,,5811928K,10,10,05:11:40,18700,,0:0,COMPLETED
4295008,spades_hybrid_BS14_CNT_162-4_NP20x_IL25x,2026-01-07T19:39:30,2026-01-07T19:57:44,00:18:14,100G,,10,10,03:02:20,10940,general,0:0,COMPLETED
4295008.batch,batch,2026-01-07T19:39:30,2026-01-07T19:57:44,00:18:14,,6449760K,10,10,03:02:20,10940,,0:0,COMPLETED
4295009,spades_hybrid_BS14_CNT_162-4_NP20x_IL30x,2026-01-07T19:39:30,2026-01-07T20:01:18,00:21:48,100G,,10,10,03:38:00,13080,general,0:0,COMPLETED
4295009.batch,batch,2026-01-07T19:39:30,2026-01-07T20:01:18,00:21:48,,7063300K,10,10,03:38:00,13080,,0:0,COMPLETED
4295010,spades_hybrid_BS14_CNT_162-4_NP20x_IL35x,2026-01-07T19:39:30,2026-01-07T21:04:43,01:25:13,100G,,10,10,14:12:10,51130,general,0:0,COMPLETED
4295010.batch,batch,2026-01-07T19:39:30,2026-01-07T21:04:43,01:25:13,,7612320K,10,10,14:12:10,51130,,0:0,COMPLETED
4295011,spades_hybrid_BS14_CNT_162-4_NP20x_IL40x,2026-01-07T19:39:30,2026-01-07T20:40:09,01:00:39,100G,,10,10,10:06:30,36390,general,0:0,COMPLETED
4295011.batch,batch,2026-01-07T19:39:30,2026-01-07T20:40:09,01:00:39,,8151744K,10,10,10:06:30,36390,,0:0,COMPLETED
4295012,spades_hybrid_BS14_CNT_162-4_NP20x_IL50x,2026-01-07T19:39:40,2026-01-07T20:26:41,00:47:01,100G,,10,10,07:50:10,28210,jrw0107_std,0:0,COMPLETED
4295012.batch,batch,2026-01-07T19:39:40,2026-01-07T20:26:41,00:47:01,,9229060K,10,10,07:50:10,28210,,0:0,COMPLETED
4295013,spades_hybrid_BS14_CNT_162-4_NP20x_IL60x,2026-01-07T19:39:42,2026-01-07T20:29:15,00:49:33,100G,,10,10,08:15:30,29730,general,0:0,COMPLETED
4295013.batch,batch,2026-01-07T19:39:42,2026-01-07T20:29:15,00:49:33,,10249192K,10,10,08:15:30,29730,,0:0,COMPLETED
4295014,spades_hybrid_BS14_CNT_162-4_NP25x_IL10x,2026-01-07T19:40:12,2026-01-07T20:13:31,00:33:19,100G,,10,10,05:33:10,19990,general,0:0,COMPLETED
4295014.batch,batch,2026-01-07T19:40:12,2026-01-07T20:13:31,00:33:19,,4939572K,10,10,05:33:10,19990,,0:0,COMPLETED
4295015,spades_hybrid_BS14_CNT_162-4_NP25x_IL15x,2026-01-07T19:40:12,2026-01-07T20:59:22,01:19:10,100G,,10,10,13:11:40,47500,general,0:0,COMPLETED
4295015.batch,batch,2026-01-07T19:40:12,2026-01-07T20:59:22,01:19:10,,5633048K,10,10,13:11:40,47500,,0:0,COMPLETED
4295016,spades_hybrid_BS14_CNT_162-4_NP25x_IL20x,2026-01-07T19:40:43,2026-01-07T21:14:40,01:33:57,100G,,10,10,15:39:30,56370,general,0:0,COMPLETED
4295016.batch,batch,2026-01-07T19:40:43,2026-01-07T21:14:40,01:33:57,,5761916K,10,10,15:39:30,56370,,0:0,COMPLETED
4295017,spades_hybrid_BS14_CNT_162-4_NP25x_IL25x,2026-01-07T19:40:58,2026-01-07T20:03:23,00:22:25,100G,,10,10,03:44:10,13450,jrw0107_std,0:0,COMPLETED
4295017.batch,batch,2026-01-07T19:40:58,2026-01-07T20:03:23,00:22:25,,6443052K,10,10,03:44:10,13450,,0:0,COMPLETED
4295018,spades_hybrid_BS14_CNT_162-4_NP25x_IL30x,2026-01-07T19:41:44,2026-01-07T20:06:51,00:25:07,100G,,10,10,04:11:10,15070,general,0:0,COMPLETED
4295018.batch,batch,2026-01-07T19:41:44,2026-01-07T20:06:51,00:25:07,,7129164K,10,10,04:11:10,15070,,0:0,COMPLETED
4295019,spades_hybrid_BS14_CNT_162-4_NP25x_IL35x,2026-01-07T19:42:15,2026-01-07T21:35:30,01:53:15,100G,,10,10,18:52:30,67950,general,0:0,COMPLETED
4295019.batch,batch,2026-01-07T19:42:15,2026-01-07T21:35:30,01:53:15,,7619252K,10,10,18:52:30,67950,,0:0,COMPLETED
4295020,spades_hybrid_BS14_CNT_162-4_NP25x_IL40x,2026-01-07T19:42:31,2026-01-07T21:06:08,01:23:37,100G,,10,10,13:56:10,50170,general,0:0,COMPLETED
4295020.batch,batch,2026-01-07T19:42:31,2026-01-07T21:06:08,01:23:37,,8151996K,10,10,13:56:10,50170,,0:0,COMPLETED
4295021,spades_hybrid_BS14_CNT_162-4_NP25x_IL50x,2026-01-07T19:43:16,2026-01-07T21:48:14,02:04:58,100G,,10,10,20:49:40,74980,general,0:0,COMPLETED
4295021.batch,batch,2026-01-07T19:43:16,2026-01-07T21:48:14,02:04:58,,9213792K,10,10,20:49:40,74980,,0:0,COMPLETED
4295022,spades_hybrid_BS14_CNT_162-4_NP25x_IL60x,2026-01-07T19:43:46,2026-01-07T20:40:24,00:56:38,100G,,10,10,09:26:20,33980,general,0:0,COMPLETED
4295022.batch,batch,2026-01-07T19:43:46,2026-01-07T20:40:24,00:56:38,,10242256K,10,10,09:26:20,33980,,0:0,COMPLETED
4295023,spades_hybrid_BS14_CNT_162-4_NP30x_IL10x,2026-01-07T19:44:17,2026-01-07T20:21:19,00:37:02,100G,,10,10,06:10:20,22220,general,0:0,COMPLETED
4295023.batch,batch,2026-01-07T19:44:17,2026-01-07T20:21:19,00:37:02,,5064976K,10,10,06:10:20,22220,,0:0,COMPLETED
4295024,spades_hybrid_BS14_CNT_162-4_NP30x_IL15x,2026-01-07T19:46:19,2026-01-07T20:44:33,00:58:14,100G,,10,10,09:42:20,34940,general,0:0,COMPLETED
4295024.batch,batch,2026-01-07T19:46:19,2026-01-07T20:44:33,00:58:14,,5177828K,10,10,09:42:20,34940,,0:0,COMPLETED
4295025,spades_hybrid_BS14_CNT_162-4_NP30x_IL20x,2026-01-07T19:50:54,2026-01-07T20:48:58,00:58:04,100G,,10,10,09:40:40,34840,general,0:0,COMPLETED
4295025.batch,batch,2026-01-07T19:50:54,2026-01-07T20:48:58,00:58:04,,6477524K,10,10,09:40:40,34840,,0:0,COMPLETED
4295026,spades_hybrid_BS14_CNT_162-4_NP30x_IL25x,2026-01-07T19:52:25,2026-01-07T20:17:06,00:24:41,100G,,10,10,04:06:50,14810,general,0:0,COMPLETED
4295026.batch,batch,2026-01-07T19:52:25,2026-01-07T20:17:06,00:24:41,,6674268K,10,10,04:06:50,14810,,0:0,COMPLETED
4295027,spades_hybrid_BS14_CNT_162-4_NP30x_IL30x,2026-01-07T19:53:27,2026-01-07T20:23:00,00:29:33,100G,,10,10,04:55:30,17730,general,0:0,COMPLETED
4295027.batch,batch,2026-01-07T19:53:27,2026-01-07T20:23:00,00:29:33,,7065128K,10,10,04:55:30,17730,,0:0,COMPLETED
4295028,spades_hybrid_BS14_CNT_162-4_NP30x_IL35x,2026-01-07T19:56:30,2026-01-07T20:56:12,00:59:42,100G,,10,10,09:57:00,35820,general,0:0,COMPLETED
4295028.batch,batch,2026-01-07T19:56:30,2026-01-07T20:56:12,00:59:42,,7818740K,10,10,09:57:00,35820,,0:0,COMPLETED
4295029,spades_hybrid_BS14_CNT_162-4_NP30x_IL40x,2026-01-07T19:57:01,2026-01-07T21:29:55,01:32:54,100G,,10,10,15:29:00,55740,general,0:0,COMPLETED
4295029.batch,batch,2026-01-07T19:57:01,2026-01-07T21:29:55,01:32:54,,8151644K,10,10,15:29:00,55740,,0:0,COMPLETED
4295030,spades_hybrid_BS14_CNT_162-4_NP30x_IL50x,2026-01-07T19:58:02,2026-01-07T21:08:45,01:10:43,100G,,10,10,11:47:10,42430,general,0:0,COMPLETED
4295030.batch,batch,2026-01-07T19:58:02,2026-01-07T21:08:45,01:10:43,,9220016K,10,10,11:47:10,42430,,0:0,COMPLETED
4295031,spades_hybrid_BS14_CNT_162-4_NP30x_IL60x,2026-01-07T19:59:03,2026-01-07T20:39:14,00:40:11,100G,,10,10,06:41:50,24110,general,0:0,COMPLETED
4295031.batch,batch,2026-01-07T19:59:03,2026-01-07T20:39:14,00:40:11,,10242636K,10,10,06:41:50,24110,,0:0,COMPLETED
4295032,spades_hybrid_BS14_CNT_162-4_NP35x_IL10x,2026-01-07T19:59:31,2026-01-07T20:42:34,00:43:03,100G,,10,10,07:10:30,25830,general,0:0,COMPLETED
4295032.batch,batch,2026-01-07T19:59:31,2026-01-07T20:42:34,00:43:03,,5072244K,10,10,07:10:30,25830,,0:0,COMPLETED
4295033,spades_hybrid_BS14_CNT_162-4_NP35x_IL15x,2026-01-07T20:01:31,2026-01-07T20:25:16,00:23:45,100G,,10,10,03:57:30,14250,general,0:0,COMPLETED
4295033.batch,batch,2026-01-07T20:01:31,2026-01-07T20:25:16,00:23:45,,5882872K,10,10,03:57:30,14250,,0:0,COMPLETED
4295034,spades_hybrid_BS14_CNT_162-4_NP35x_IL20x,2026-01-07T20:02:06,2026-01-07T21:47:22,01:45:16,100G,,10,10,17:32:40,63160,general,0:0,COMPLETED
4295034.batch,batch,2026-01-07T20:02:06,2026-01-07T21:47:22,01:45:16,,6278448K,10,10,17:32:40,63160,,0:0,COMPLETED
4295035,spades_hybrid_BS14_CNT_162-4_NP35x_IL25x,2026-01-07T20:03:24,2026-01-07T21:22:41,01:19:17,100G,,10,10,13:12:50,47570,jrw0107_std,0:0,COMPLETED
4295035.batch,batch,2026-01-07T20:03:24,2026-01-07T21:22:41,01:19:17,,6476960K,10,10,13:12:50,47570,,0:0,COMPLETED
4295036,spades_hybrid_BS14_CNT_162-4_NP35x_IL30x,2026-01-07T20:04:10,2026-01-07T20:34:24,00:30:14,100G,,10,10,05:02:20,18140,general,0:0,COMPLETED
4295036.batch,batch,2026-01-07T20:04:10,2026-01-07T20:34:24,00:30:14,,7379860K,10,10,05:02:20,18140,,0:0,COMPLETED
4295037,spades_hybrid_BS14_CNT_162-4_NP35x_IL35x,2026-01-07T20:07:13,2026-01-07T21:11:39,01:04:26,100G,,10,10,10:44:20,38660,general,0:0,COMPLETED
4295037.batch,batch,2026-01-07T20:07:13,2026-01-07T21:11:39,01:04:26,,7913700K,10,10,10:44:20,38660,,0:0,COMPLETED
4295038,spades_hybrid_BS14_CNT_162-4_NP35x_IL40x,2026-01-07T20:07:13,2026-01-07T21:53:26,01:46:13,100G,,10,10,17:42:10,63730,general,0:0,COMPLETED
4295038.batch,batch,2026-01-07T20:07:13,2026-01-07T21:53:26,01:46:13,,8167020K,10,10,17:42:10,63730,,0:0,COMPLETED
4295039,spades_hybrid_BS14_CNT_162-4_NP35x_IL50x,2026-01-07T20:10:17,2026-01-07T21:29:19,01:19:02,100G,,10,10,13:10:20,47420,general,0:0,COMPLETED
4295039.batch,batch,2026-01-07T20:10:17,2026-01-07T21:29:19,01:19:02,,9223708K,10,10,13:10:20,47420,,0:0,COMPLETED
4295040,spades_hybrid_BS14_CNT_162-4_NP35x_IL60x,2026-01-07T20:10:47,2026-01-07T20:46:37,00:35:50,100G,,10,10,05:58:20,21500,general,0:0,COMPLETED
4295040.batch,batch,2026-01-07T20:10:47,2026-01-07T20:46:37,00:35:50,,10241176K,10,10,05:58:20,21500,,0:0,COMPLETED
4295041,spades_hybrid_BS14_CNT_162-4_NP40x_IL10x,2026-01-07T20:10:47,2026-01-07T21:08:30,00:57:43,100G,,10,10,09:37:10,34630,general,0:0,COMPLETED
4295041.batch,batch,2026-01-07T20:10:47,2026-01-07T21:08:30,00:57:43,,4987352K,10,10,09:37:10,34630,,0:0,COMPLETED
4295042,spades_hybrid_BS14_CNT_162-4_NP40x_IL15x,2026-01-07T20:12:19,2026-01-07T21:02:57,00:50:38,100G,,10,10,08:26:20,30380,general,0:0,COMPLETED
4295042.batch,batch,2026-01-07T20:12:19,2026-01-07T21:02:57,00:50:38,,6016608K,10,10,08:26:20,30380,,0:0,COMPLETED
4295043,spades_hybrid_BS14_CNT_162-4_NP40x_IL20x,2026-01-07T20:13:50,2026-01-07T22:15:04,02:01:14,100G,,10,10,20:12:20,72740,general,0:0,COMPLETED
4295043.batch,batch,2026-01-07T20:13:50,2026-01-07T22:15:04,02:01:14,,6337020K,10,10,20:12:20,72740,,0:0,COMPLETED
4295044,spades_hybrid_BS14_CNT_162-4_NP40x_IL25x,2026-01-07T20:15:53,2026-01-07T20:47:53,00:32:00,100G,,10,10,05:20:00,19200,general,0:0,COMPLETED
4295044.batch,batch,2026-01-07T20:15:53,2026-01-07T20:47:53,00:32:00,,6665404K,10,10,05:20:00,19200,,0:0,COMPLETED
4295045,spades_hybrid_BS14_CNT_162-4_NP40x_IL30x,2026-01-07T20:17:24,2026-01-07T20:56:01,00:38:37,100G,,10,10,06:26:10,23170,general,0:0,COMPLETED
